#
#	Name:             GB12345-80 to Unicode table (complete, hex format)
#	Unicode version:  1.1
#	Table version:    0.0d1
#	Table format:     Format A
#	Date:             6 December 1993
#	Author:           Glenn Adams <glenn@metis.com>
#                     John H. Jenkins <John_Jenkins@taligent.com>
#
#	Copyright (c) 1991-1994 Unicode, Inc.  All Rights reserved.
#
#	This file is provided as-is by Unicode, Inc. (The Unicode Consortium).
#	No claims are made as to fitness for any particular purpose.  No
#	warranties of any kind are expressed or implied.  The recipient
#	agrees to determine applicability of information provided.  If this
#	file has been provided on magnetic media by Unicode, Inc., the sole
#	remedy for any claim will be exchange of defective media within 90
#	days of receipt.
#
#	Recipient is granted the right to make copies in any form for
#	internal distribution and to freely use the information supplied
#	in the creation of products supporting Unicode.  Unicode, Inc.
#	specifically excludes the right to re-distribute this file directly
#	to third parties or other organizations whether for profit or not.
#
#	General notes:
#
#	This table contains the data Metis and Taligent currently have on how
#       GB12345-90 characters map into Unicode.
#
#	Format:  Three tab-separated columns
#		 Column #1 is the GB12345 code (in hex as 0xXXXX)
#		 Column #2 is the Unicode (in hex as 0xXXXX)
#		 Column #3 the Unicode name (follows a comment sign, '#')
#					The official names for Unicode characters U+4E00
#					to U+9FA5, inclusive, is "CJK UNIFIED IDEOGRAPH-XXXX",
#					where XXXX is the code point.  Including all these
#					names in this file increases its size substantially
#					and needlessly.  The token "<CJK>" is used for the
#					name of these characters.  If necessary, it can be
#					expanded algorithmically by a parser or editor.
#
#	The entries are in GB12345 order
#
#	The following algorithms can be used to change the hex form
#		of GB12345 to other standard forms:
#
#		To change hex to EUC form, add 0x8080
#		To change hex to kuten form, first subtract 0x2020.  Then
#			the high and low bytes correspond to the ku and ten of
#			the kuten form.  For example, 0x2121 -> 0x0101 -> 0101;
#			0x777E -> 0x575E -> 8794
#
#	Any comments or problems, contact <John_Jenkins@taligent.com>
#
#
0x2121	0x3000	# IDEOGRAPHIC SPACE
0x3F5B	0x6263	# <CJK>
0x3F5C	0x5BC7	# <CJK>
0x3F5D	0x67AF	# <CJK>
0x3F5E	0x54ED	# <CJK>
0x3F5F	0x7A9F	# <CJK>
0x3F60	0x82E6	# <CJK>
0x3F61	0x9177	# <CJK>
0x3F62	0x5EAB	# <CJK>
0x3F63	0x8932	# <CJK>
0x3F64	0x8A87	# <CJK>
0x3F65	0x57AE	# <CJK>
0x3F66	0x630E	# <CJK>
0x3F67	0x8DE8	# <CJK>
0x3F68	0x80EF	# <CJK>
0x3F69	0x584A	# <CJK>
0x3F6A	0x7B77	# <CJK>
0x3F6B	0x5108	# <CJK>
0x3F6C	0x5FEB	# <CJK>
0x3F6D	0x5BEC	# <CJK>
0x3F6E	0x6B3E	# <CJK>
0x3F6F	0x5321	# <CJK>
0x3F70	0x7B50	# <CJK>
0x3F71	0x72C2	# <CJK>
0x3F72	0x6846	# <CJK>
0x3F73	0x7926	# <CJK>
0x3F74	0x7736	# <CJK>
0x3F75	0x66E0	# <CJK>
0x3F76	0x51B5	# <CJK>
0x3F77	0x8667	# <CJK>
0x3F78	0x76D4	# <CJK>
0x3F79	0x5DCB	# <CJK>
0x3F7A	0x7ABA	# <CJK>
0x3F7B	0x8475	# <CJK>
0x3F7C	0x594E	# <CJK>
0x3F7D	0x9B41	# <CJK>
0x3F7E	0x5080	# <CJK>
0x4021	0x994B	# <CJK>
0x4022	0x6127	# <CJK>
0x4023	0x6F70	# <CJK>
0x4024	0x5764	# <CJK>
0x4025	0x6606	# <CJK>
0x4026	0x6346	# <CJK>
0x4027	0x56F0	# <CJK>
0x4028	0x62EC	# <CJK>
0x4029	0x64F4	# <CJK>
0x402A	0x5ED3	# <CJK>
0x402B	0x95CA	# <CJK>
0x402C	0x5783	# <CJK>
0x402D	0x62C9	# <CJK>
0x402E	0x5587	# <CJK>
0x402F	0x881F	# <CJK>
0x4030	0x81D8	# <CJK>
0x4031	0x8FA3	# <CJK>
0x4032	0x5566	# <CJK>
0x4033	0x840A	# <CJK>
0x4034	0x4F86	# <CJK>
0x4035	0x8CF4	# <CJK>
0x4036	0x85CD	# <CJK>
0x4037	0x5A6A	# <CJK>
0x4038	0x6B04	# <CJK>
0x4039	0x6514	# <CJK>
0x403A	0x7C43	# <CJK>
0x403B	0x95CC	# <CJK>
0x403C	0x862D	# <CJK>
0x403D	0x703E	# <CJK>
0x403E	0x8B95	# <CJK>
0x403F	0x652C	# <CJK>
0x4040	0x89BD	# <CJK>
0x4041	0x61F6	# <CJK>
0x4042	0x7E9C	# <CJK>
0x4043	0x721B	# <CJK>
0x4044	0x6FEB	# <CJK>
0x4045	0x7405	# <CJK>
0x4046	0x6994	# <CJK>
0x4047	0x72FC	# <CJK>
0x4048	0x5ECA	# <CJK>
0x4049	0x90CE	# <CJK>
0x404A	0x6717	# <CJK>
0x404B	0x6D6A	# <CJK>
0x404C	0x6488	# <CJK>
0x404D	0x52DE	# <CJK>
0x404E	0x7262	# <CJK>
0x404F	0x8001	# <CJK>
0x4050	0x4F6C	# <CJK>
0x4051	0x59E5	# <CJK>
0x4052	0x916A	# <CJK>
0x4053	0x70D9	# <CJK>
0x4054	0x6F87	# <CJK>
0x4055	0x52D2	# <CJK>
0x4056	0x6A02	# <CJK>
0x4057	0x96F7	# <CJK>
0x4058	0x9433	# <CJK>
0x4059	0x857E	# <CJK>
0x405A	0x78CA	# <CJK>
0x405B	0x7D2F	# <CJK>
0x405C	0x5121	# <CJK>
0x405D	0x58D8	# <CJK>
0x405E	0x64C2	# <CJK>
0x405F	0x808B	# <CJK>
0x4060	0x985E	# <CJK>
0x4061	0x6CEA	# <CJK>
0x4062	0x68F1	# <CJK>
0x4063	0x695E	# <CJK>
0x4064	0x51B7	# <CJK>
0x4065	0x5398	# <CJK>
0x4066	0x68A8	# <CJK>
0x4067	0x7281	# <CJK>
0x4068	0x9ECE	# <CJK>
0x4069	0x7C6C	# <CJK>
0x406A	0x72F8	# <CJK>
0x406B	0x96E2	# <CJK>
0x406C	0x7055	# <CJK>
0x406D	0x7406	# <CJK>
0x406E	0x674E	# <CJK>
0x406F	0x88CF	# <CJK>
0x4070	0x9BC9	# <CJK>
0x4071	0x79AE	# <CJK>
0x4072	0x8389	# <CJK>
0x4073	0x8354	# <CJK>
0x4074	0x540F	# <CJK>
0x4075	0x6817	# <CJK>
0x4076	0x9E97	# <CJK>
0x4077	0x53B2	# <CJK>
0x4078	0x52F5	# <CJK>
0x4079	0x792B	# <CJK>
0x407A	0x6B77	# <CJK>
0x407B	0x5229	# <CJK>
0x407C	0x5088	# <CJK>
0x407D	0x4F8B	# <CJK>
0x407E	0x4FD0	# <CJK>
0x4121	0x75E2	# <CJK>
0x4122	0x7ACB	# <CJK>
0x4123	0x7C92	# <CJK>
0x4124	0x701D	# <CJK>
0x4125	0x96B8	# <CJK>
0x4126	0x529B	# <CJK>
0x4127	0x7483	# <CJK>
0x4128	0x54E9	# <CJK>
0x4129	0x5006	# <CJK>
0x412A	0x806F	# <CJK>
0x412B	0x84EE	# <CJK>
0x412C	0x9023	# <CJK>
0x412D	0x942E	# <CJK>
0x412E	0x5EC9	# <CJK>
0x412F	0x6190	# <CJK>
0x4130	0x6F23	# <CJK>
0x4131	0x7C3E	# <CJK>
0x4132	0x6582	# <CJK>
0x4133	0x81C9	# <CJK>
0x4134	0x93C8	# <CJK>
0x4135	0x6200	# <CJK>
0x4136	0x7149	# <CJK>
0x4137	0x7DF4	# <CJK>
0x4138	0x7CE7	# <CJK>
0x4139	0x51C9	# <CJK>
0x413A	0x6881	# <CJK>
0x413B	0x7CB1	# <CJK>
0x413C	0x826F	# <CJK>
0x413D	0x5169	# <CJK>
0x413E	0x8F1B	# <CJK>
0x413F	0x91CF	# <CJK>
0x4140	0x667E	# <CJK>
0x4141	0x4EAE	# <CJK>
0x4142	0x8AD2	# <CJK>
0x4143	0x64A9	# <CJK>
0x4144	0x804A	# <CJK>
0x4145	0x50DA	# <CJK>
0x4146	0x7642	# <CJK>
0x4147	0x71CE	# <CJK>
0x4148	0x5BE5	# <CJK>
0x4149	0x907C	# <CJK>
0x414A	0x6F66	# <CJK>
0x414B	0x4E86	# <CJK>
0x414C	0x6482	# <CJK>
0x414D	0x9410	# <CJK>
0x414E	0x5ED6	# <CJK>
0x414F	0x6599	# <CJK>
0x4150	0x5217	# <CJK>
0x4151	0x88C2	# <CJK>
0x4152	0x70C8	# <CJK>
0x4153	0x52A3	# <CJK>
0x4154	0x7375	# <CJK>
0x4155	0x7433	# <CJK>
0x4156	0x6797	# <CJK>
0x4157	0x78F7	# <CJK>
0x4158	0x9716	# <CJK>
0x4159	0x81E8	# <CJK>
0x415A	0x9130	# <CJK>
0x415B	0x9C57	# <CJK>
0x415C	0x6DCB	# <CJK>
0x415D	0x51DB	# <CJK>
0x415E	0x8CC3	# <CJK>
0x415F	0x541D	# <CJK>
0x4160	0x62CE	# <CJK>
0x4161	0x73B2	# <CJK>
0x4162	0x83F1	# <CJK>
0x4163	0x96F6	# <CJK>
0x4164	0x9F61	# <CJK>
0x4165	0x9234	# <CJK>
0x4166	0x4F36	# <CJK>
0x4167	0x7F9A	# <CJK>
0x4168	0x51CC	# <CJK>
0x4169	0x9748	# <CJK>
0x416A	0x9675	# <CJK>
0x416B	0x5DBA	# <CJK>
0x416C	0x9818	# <CJK>
0x416D	0x53E6	# <CJK>
0x416E	0x4EE4	# <CJK>
0x416F	0x6E9C	# <CJK>
0x4170	0x7409	# <CJK>
0x4171	0x69B4	# <CJK>
0x4172	0x786B	# <CJK>
0x4173	0x993E	# <CJK>
0x4174	0x7559	# <CJK>
0x4175	0x5289	# <CJK>
0x4176	0x7624	# <CJK>
0x4177	0x6D41	# <CJK>
0x4178	0x67F3	# <CJK>
0x4179	0x516D	# <CJK>
0x417A	0x9F8D	# <CJK>
0x417B	0x807E	# <CJK>
0x417C	0x56A8	# <CJK>
0x417D	0x7C60	# <CJK>
0x417E	0x7ABF	# <CJK>
0x4221	0x9686	# <CJK>
0x4222	0x58DF	# <CJK>
0x4223	0x650F	# <CJK>
0x4224	0x96B4	# <CJK>
0x4225	0x6A13	# <CJK>
0x4226	0x5A41	# <CJK>
0x4227	0x645F	# <CJK>
0x4228	0x7C0D	# <CJK>
0x4229	0x6F0F	# <CJK>
0x422A	0x964B	# <CJK>
0x422B	0x8606	# <CJK>
0x422C	0x76E7	# <CJK>
0x422D	0x9871	# <CJK>
0x422E	0x5EEC	# <CJK>
0x422F	0x7210	# <CJK>
0x4230	0x64C4	# <CJK>
0x4231	0x6EF7	# <CJK>
0x4232	0x865C	# <CJK>
0x4233	0x9B6F	# <CJK>
0x4234	0x9E93	# <CJK>
0x4235	0x788C	# <CJK>
0x4236	0x9732	# <CJK>
0x4237	0x8DEF	# <CJK>
0x4238	0x8CC2	# <CJK>
0x4239	0x9E7F	# <CJK>
0x423A	0x6F5E	# <CJK>
0x423B	0x7984	# <CJK>
0x423C	0x9332	# <CJK>
0x423D	0x9678	# <CJK>
0x423E	0x622E	# <CJK>
0x423F	0x9A62	# <CJK>
0x4240	0x5415	# <CJK>
0x4241	0x92C1	# <CJK>
0x4242	0x4FA3	# <CJK>
0x4243	0x65C5	# <CJK>
0x4244	0x5C65	# <CJK>
0x4245	0x5C62	# <CJK>
0x4246	0x7E37	# <CJK>
0x4247	0x616E	# <CJK>
0x4248	0x6C2F	# <CJK>
0x4249	0x5F8B	# <CJK>
0x424A	0x7387	# <CJK>
0x424B	0x6FFE	# <CJK>
0x424C	0x7DD1	# <CJK>
0x424D	0x5DD2	# <CJK>
0x424E	0x6523	# <CJK>
0x424F	0x5B7F	# <CJK>
0x4250	0x7064	# <CJK>
0x4251	0x5375	# <CJK>
0x4252	0x4E82	# <CJK>
0x4253	0x63A0	# <CJK>
0x4254	0x7565	# <CJK>
0x4255	0x6384	# <CJK>
0x4256	0x8F2A	# <CJK>
0x4257	0x502B	# <CJK>
0x4258	0x4F96	# <CJK>
0x4259	0x6DEA	# <CJK>
0x425A	0x7DB8	# <CJK>
0x425B	0x8AD6	# <CJK>
0x425C	0x863F	# <CJK>
0x425D	0x87BA	# <CJK>
0x425E	0x7F85	# <CJK>
0x425F	0x908F	# <CJK>
0x4260	0x947C	# <CJK>
0x4261	0x7C6E	# <CJK>
0x4262	0x9A3E	# <CJK>
0x4263	0x88F8	# <CJK>
0x4264	0x843D	# <CJK>
0x4265	0x6D1B	# <CJK>
0x4266	0x99F1	# <CJK>
0x4267	0x7D61	# <CJK>
0x4268	0x5ABD	# <CJK>
0x4269	0x9EBB	# <CJK>
0x426A	0x746A	# <CJK>
0x426B	0x78BC	# <CJK>
0x426C	0x879E	# <CJK>
0x426D	0x99AC	# <CJK>
0x426E	0x99E1	# <CJK>
0x426F	0x561B	# <CJK>
0x4270	0x55CE	# <CJK>
0x4271	0x57CB	# <CJK>
0x4272	0x8CB7	# <CJK>
0x4273	0x9EA5	# <CJK>
0x4274	0x8CE3	# <CJK>
0x4275	0x9081	# <CJK>
0x4276	0x8109	# <CJK>
0x4277	0x779E	# <CJK>
0x4278	0x9945	# <CJK>
0x4279	0x883B	# <CJK>
0x427A	0x6EFF	# <CJK>
0x427B	0x8513	# <CJK>
0x427C	0x66FC	# <CJK>
0x427D	0x6162	# <CJK>
0x427E	0x6F2B	# <CJK>
0x4321	0x8B3E	# <CJK>
0x4322	0x8292	# <CJK>
0x4323	0x832B	# <CJK>
0x4324	0x76F2	# <CJK>
0x4325	0x6C13	# <CJK>
0x4326	0x5FD9	# <CJK>
0x4327	0x83BD	# <CJK>
0x4328	0x732B	# <CJK>
0x4329	0x8305	# <CJK>
0x432A	0x9328	# <CJK>
0x432B	0x6BDB	# <CJK>
0x432C	0x77DB	# <CJK>
0x432D	0x925A	# <CJK>
0x432E	0x536F	# <CJK>
0x432F	0x8302	# <CJK>
0x4330	0x5192	# <CJK>
0x4331	0x5E3D	# <CJK>
0x4332	0x8C8C	# <CJK>
0x4333	0x8CBF	# <CJK>
0x4334	0x9EBD	# <CJK>
0x4335	0x73AB	# <CJK>
0x4336	0x679A	# <CJK>
0x4337	0x6885	# <CJK>
0x4338	0x9176	# <CJK>
0x4339	0x9709	# <CJK>
0x433A	0x7164	# <CJK>
0x433B	0x6CA1	# <CJK>
0x433C	0x7709	# <CJK>
0x433D	0x5A92	# <CJK>
0x433E	0x9382	# <CJK>
0x433F	0x6BCF	# <CJK>
0x4340	0x7F8E	# <CJK>
0x4341	0x6627	# <CJK>
0x4342	0x5BD0	# <CJK>
0x4343	0x59B9	# <CJK>
0x4344	0x5A9A	# <CJK>
0x4345	0x9580	# <CJK>
0x4346	0x60B6	# <CJK>
0x4347	0x5011	# <CJK>
0x4348	0x840C	# <CJK>
0x4349	0x8499	# <CJK>
0x434A	0x6AAC	# <CJK>
0x434B	0x76DF	# <CJK>
0x434C	0x9333	# <CJK>
0x434D	0x731B	# <CJK>
0x434E	0x5922	# <CJK>
0x434F	0x5B5F	# <CJK>
0x4350	0x772F	# <CJK>
0x4351	0x919A	# <CJK>
0x4352	0x9761	# <CJK>
0x4353	0x7CDC	# <CJK>
0x4354	0x8FF7	# <CJK>
0x4355	0x8B0E	# <CJK>
0x4356	0x5F4C	# <CJK>
0x4357	0x7C73	# <CJK>
0x4358	0x79D8	# <CJK>
0x4359	0x8993	# <CJK>
0x435A	0x6CCC	# <CJK>
0x435B	0x871C	# <CJK>
0x435C	0x5BC6	# <CJK>
0x435D	0x5E42	# <CJK>
0x435E	0x68C9	# <CJK>
0x435F	0x7720	# <CJK>
0x4360	0x7DBF	# <CJK>
0x4361	0x5195	# <CJK>
0x4362	0x514D	# <CJK>
0x4363	0x52C9	# <CJK>
0x4364	0x5A29	# <CJK>
0x4365	0x7DEC	# <CJK>
0x4366	0x9762	# <CJK>
0x4367	0x82D7	# <CJK>
0x4368	0x63CF	# <CJK>
0x4369	0x7784	# <CJK>
0x436A	0x85D0	# <CJK>
0x436B	0x79D2	# <CJK>
0x436C	0x6E3A	# <CJK>
0x436D	0x5EDF	# <CJK>
0x436E	0x5999	# <CJK>
0x436F	0x8511	# <CJK>
0x4370	0x6EC5	# <CJK>
0x4371	0x6C11	# <CJK>
0x4372	0x62BF	# <CJK>
0x4373	0x76BF	# <CJK>
0x4374	0x654F	# <CJK>
0x4375	0x61AB	# <CJK>
0x4376	0x95A9	# <CJK>
0x4377	0x660E	# <CJK>
0x4378	0x879F	# <CJK>
0x4379	0x9CF4	# <CJK>
0x437A	0x9298	# <CJK>
0x437B	0x540D	# <CJK>
0x437C	0x547D	# <CJK>
0x437D	0x8B2C	# <CJK>
0x437E	0x6478	# <CJK>
0x4421	0x6479	# <CJK>
0x4422	0x8611	# <CJK>
0x4423	0x6A21	# <CJK>
0x4424	0x819C	# <CJK>
0x4425	0x78E8	# <CJK>
0x4426	0x6469	# <CJK>
0x4427	0x9B54	# <CJK>
0x4428	0x62B9	# <CJK>
0x4429	0x672B	# <CJK>
0x442A	0x83AB	# <CJK>
0x442B	0x58A8	# <CJK>
0x442C	0x9ED8	# <CJK>
0x442D	0x6CAB	# <CJK>
0x442E	0x6F20	# <CJK>
0x442F	0x5BDE	# <CJK>
0x4430	0x964C	# <CJK>
0x4431	0x8B00	# <CJK>
0x4432	0x725F	# <CJK>
0x4433	0x67D0	# <CJK>
0x4434	0x62C7	# <CJK>
0x4435	0x7261	# <CJK>
0x4436	0x755D	# <CJK>
0x4437	0x59C6	# <CJK>
0x4438	0x6BCD	# <CJK>
0x4439	0x5893	# <CJK>
0x443A	0x66AE	# <CJK>
0x443B	0x5E55	# <CJK>
0x443C	0x52DF	# <CJK>
0x443D	0x6155	# <CJK>
0x443E	0x6728	# <CJK>
0x443F	0x76EE	# <CJK>
0x4440	0x7766	# <CJK>
0x4441	0x7267	# <CJK>
0x4442	0x7A46	# <CJK>
0x4443	0x62FF	# <CJK>
0x4444	0x54EA	# <CJK>
0x4445	0x5450	# <CJK>
0x4446	0x9209	# <CJK>
0x4447	0x90A3	# <CJK>
0x4448	0x5A1C	# <CJK>
0x4449	0x7D0D	# <CJK>
0x444A	0x6C16	# <CJK>
0x444B	0x4E43	# <CJK>
0x444C	0x5976	# <CJK>
0x444D	0x8010	# <CJK>
0x444E	0x5948	# <CJK>
0x444F	0x5357	# <CJK>
0x4450	0x7537	# <CJK>
0x4451	0x96E3	# <CJK>
0x4452	0x56CA	# <CJK>
0x4453	0x6493	# <CJK>
0x4454	0x8166	# <CJK>
0x4455	0x60F1	# <CJK>
0x4456	0x9B27	# <CJK>
0x4457	0x6DD6	# <CJK>
0x4458	0x5462	# <CJK>
0x4459	0x9912	# <CJK>
0x445A	0x5185	# <CJK>
0x445B	0x5AE9	# <CJK>
0x445C	0x80FD	# <CJK>
0x445D	0x59AE	# <CJK>
0x445E	0x9713	# <CJK>
0x445F	0x502A	# <CJK>
0x4460	0x6CE5	# <CJK>
0x4461	0x5C3C	# <CJK>
0x4462	0x64EC	# <CJK>
0x4463	0x4F60	# <CJK>
0x4464	0x533F	# <CJK>
0x4465	0x81A9	# <CJK>
0x4466	0x9006	# <CJK>
0x4467	0x6EBA	# <CJK>
0x4468	0x852B	# <CJK>
0x4469	0x62C8	# <CJK>
0x446A	0x5E74	# <CJK>
0x446B	0x78BE	# <CJK>
0x446C	0x6506	# <CJK>
0x446D	0x637B	# <CJK>
0x446E	0x5FF5	# <CJK>
0x446F	0x5A18	# <CJK>
0x4470	0x91C0	# <CJK>
0x4471	0x9CE5	# <CJK>
0x4472	0x5C3F	# <CJK>
0x4473	0x634F	# <CJK>
0x4474	0x8076	# <CJK>
0x4475	0x5B7D	# <CJK>
0x4476	0x5699	# <CJK>
0x4477	0x9477	# <CJK>
0x4478	0x93B3	# <CJK>
0x4479	0x6D85	# <CJK>
0x447A	0x60A8	# <CJK>
0x447B	0x6AB8	# <CJK>
0x447C	0x7370	# <CJK>
0x447D	0x51DD	# <CJK>
0x447E	0x5BE7	# <CJK>
0x4521	0x64F0	# <CJK>
0x4522	0x6FD8	# <CJK>
0x4523	0x725B	# <CJK>
0x4524	0x626D	# <CJK>
0x4525	0x9215	# <CJK>
0x4526	0x7D10	# <CJK>
0x4527	0x81BF	# <CJK>
0x4528	0x6FC3	# <CJK>
0x4529	0x8FB2	# <CJK>
0x452A	0x5F04	# <CJK>
0x452B	0x5974	# <CJK>
0x452C	0x52AA	# <CJK>
0x452D	0x6012	# <CJK>
0x452E	0x5973	# <CJK>
0x452F	0x6696	# <CJK>
0x4530	0x8650	# <CJK>
0x4531	0x7627	# <CJK>
0x4532	0x632A	# <CJK>
0x4533	0x61E6	# <CJK>
0x4534	0x7CEF	# <CJK>
0x4535	0x8AFE	# <CJK>
0x4536	0x54E6	# <CJK>
0x4537	0x6B50	# <CJK>
0x4538	0x9DD7	# <CJK>
0x4539	0x6BC6	# <CJK>
0x453A	0x85D5	# <CJK>
0x453B	0x5614	# <CJK>
0x453C	0x5076	# <CJK>
0x453D	0x6F1A	# <CJK>
0x453E	0x556A	# <CJK>
0x453F	0x8DB4	# <CJK>
0x4540	0x722C	# <CJK>
0x4541	0x5E15	# <CJK>
0x4542	0x6015	# <CJK>
0x4543	0x7436	# <CJK>
0x4544	0x62CD	# <CJK>
0x4545	0x6392	# <CJK>
0x4546	0x724C	# <CJK>
0x4547	0x5F98	# <CJK>
0x4548	0x6E43	# <CJK>
0x4549	0x6D3E	# <CJK>
0x454A	0x6500	# <CJK>
0x454B	0x6F58	# <CJK>
0x454C	0x76E4	# <CJK>
0x454D	0x78D0	# <CJK>
0x454E	0x76FC	# <CJK>
0x454F	0x7554	# <CJK>
0x4550	0x5224	# <CJK>
0x4551	0x53DB	# <CJK>
0x4552	0x4E53	# <CJK>
0x4553	0x9F90	# <CJK>
0x4554	0x65C1	# <CJK>
0x4555	0x802A	# <CJK>
0x4556	0x80D6	# <CJK>
0x4557	0x629B	# <CJK>
0x4558	0x5486	# <CJK>
0x4559	0x5228	# <CJK>
0x455A	0x70AE	# <CJK>
0x455B	0x888D	# <CJK>
0x455C	0x8DD1	# <CJK>
0x455D	0x6CE1	# <CJK>
0x455E	0x5478	# <CJK>
0x455F	0x80DA	# <CJK>
0x4560	0x57F9	# <CJK>
0x4561	0x88F4	# <CJK>
0x4562	0x8CE0	# <CJK>
0x4563	0x966A	# <CJK>
0x4564	0x914D	# <CJK>
0x4565	0x4F69	# <CJK>
0x4566	0x6C9B	# <CJK>
0x4567	0x5674	# <CJK>
0x4568	0x76C6	# <CJK>
0x4569	0x7830	# <CJK>
0x456A	0x62A8	# <CJK>
0x456B	0x70F9	# <CJK>
0x456C	0x6F8E	# <CJK>
0x456D	0x5F6D	# <CJK>
0x456E	0x84EC	# <CJK>
0x456F	0x68DA	# <CJK>
0x4570	0x787C	# <CJK>
0x4571	0x7BF7	# <CJK>
0x4572	0x81A8	# <CJK>
0x4573	0x670B	# <CJK>
0x4574	0x9D6C	# <CJK>
0x4575	0x6367	# <CJK>
0x4576	0x78B0	# <CJK>
0x4577	0x576F	# <CJK>
0x4578	0x7812	# <CJK>
0x4579	0x9739	# <CJK>
0x457A	0x6279	# <CJK>
0x457B	0x62AB	# <CJK>
0x457C	0x5288	# <CJK>
0x457D	0x7435	# <CJK>
0x457E	0x6BD7	# <CJK>
0x4621	0x5564	# <CJK>
0x4622	0x813E	# <CJK>
0x4623	0x75B2	# <CJK>
0x4624	0x76AE	# <CJK>
0x4625	0x5339	# <CJK>
0x4626	0x75DE	# <CJK>
0x4627	0x50FB	# <CJK>
0x4628	0x5C41	# <CJK>
0x4629	0x8B6C	# <CJK>
0x462A	0x7BC7	# <CJK>
0x462B	0x504F	# <CJK>
0x462C	0x7247	# <CJK>
0x462D	0x9A19	# <CJK>
0x462E	0x98C4	# <CJK>
0x462F	0x6F02	# <CJK>
0x4630	0x74E2	# <CJK>
0x4631	0x7968	# <CJK>
0x4632	0x6487	# <CJK>
0x4633	0x77A5	# <CJK>
0x4634	0x62FC	# <CJK>
0x4635	0x983B	# <CJK>
0x4636	0x8CA7	# <CJK>
0x4637	0x54C1	# <CJK>
0x4638	0x8058	# <CJK>
0x4639	0x4E52	# <CJK>
0x463A	0x576A	# <CJK>
0x463B	0x860B	# <CJK>
0x463C	0x840D	# <CJK>
0x463D	0x5E73	# <CJK>
0x463E	0x6191	# <CJK>
0x463F	0x74F6	# <CJK>
0x4640	0x8A55	# <CJK>
0x4641	0x5C4F	# <CJK>
0x4642	0x5761	# <CJK>
0x4643	0x6F51	# <CJK>
0x4644	0x9817	# <CJK>
0x4645	0x5A46	# <CJK>
0x4646	0x7834	# <CJK>
0x4647	0x9B44	# <CJK>
0x4648	0x8FEB	# <CJK>
0x4649	0x7C95	# <CJK>
0x464A	0x5256	# <CJK>
0x464B	0x64B2	# <CJK>
0x464C	0x92EA	# <CJK>
0x464D	0x50D5	# <CJK>
0x464E	0x8386	# <CJK>
0x464F	0x8461	# <CJK>
0x4650	0x83E9	# <CJK>
0x4651	0x84B2	# <CJK>
0x4652	0x57D4	# <CJK>
0x4653	0x6A38	# <CJK>
0x4654	0x5703	# <CJK>
0x4655	0x666E	# <CJK>
0x4656	0x6D66	# <CJK>
0x4657	0x8B5C	# <CJK>
0x4658	0x66DD	# <CJK>
0x4659	0x7011	# <CJK>
0x465A	0x671F	# <CJK>
0x465B	0x6B3A	# <CJK>
0x465C	0x68F2	# <CJK>
0x465D	0x621A	# <CJK>
0x465E	0x59BB	# <CJK>
0x465F	0x4E03	# <CJK>
0x4660	0x51C4	# <CJK>
0x4661	0x6F06	# <CJK>
0x4662	0x67D2	# <CJK>
0x4663	0x6C8F	# <CJK>
0x4664	0x5176	# <CJK>
0x4665	0x68CB	# <CJK>
0x4666	0x5947	# <CJK>
0x4667	0x6B67	# <CJK>
0x4668	0x7566	# <CJK>
0x4669	0x5D0E	# <CJK>
0x466A	0x81CD	# <CJK>
0x466B	0x9F4A	# <CJK>
0x466C	0x65D7	# <CJK>
0x466D	0x7948	# <CJK>
0x466E	0x7941	# <CJK>
0x466F	0x9A0E	# <CJK>
0x4670	0x8D77	# <CJK>
0x4671	0x8C48	# <CJK>
0x4672	0x4E5E	# <CJK>
0x4673	0x4F01	# <CJK>
0x4674	0x5553	# <CJK>
0x4675	0x5951	# <CJK>
0x4676	0x780C	# <CJK>
0x4677	0x5668	# <CJK>
0x4678	0x6C23	# <CJK>
0x4679	0x8FC4	# <CJK>
0x467A	0x68C4	# <CJK>
0x467B	0x6C7D	# <CJK>
0x467C	0x6CE3	# <CJK>
0x467D	0x8A16	# <CJK>
0x467E	0x6390	# <CJK>
0x4721	0x6070	# <CJK>
0x4722	0x6D3D	# <CJK>
0x4723	0x727D	# <CJK>
0x4724	0x6266	# <CJK>
0x4725	0x91FA	# <CJK>
0x4726	0x925B	# <CJK>
0x4727	0x5343	# <CJK>
0x4728	0x9077	# <CJK>
0x4729	0x7C3D	# <CJK>
0x472A	0x4EDF	# <CJK>
0x472B	0x8B19	# <CJK>
0x472C	0x4E7E	# <CJK>
0x472D	0x9ED4	# <CJK>
0x472E	0x9322	# <CJK>
0x472F	0x9257	# <CJK>
0x4730	0x524D	# <CJK>
0x4731	0x6F5B	# <CJK>
0x4732	0x9063	# <CJK>
0x4733	0x6DFA	# <CJK>
0x4734	0x8B74	# <CJK>
0x4735	0x5879	# <CJK>
0x4736	0x5D4C	# <CJK>
0x4737	0x6B20	# <CJK>
0x4738	0x6B49	# <CJK>
0x4739	0x69CD	# <CJK>
0x473A	0x55C6	# <CJK>
0x473B	0x8154	# <CJK>
0x473C	0x7F8C	# <CJK>
0x473D	0x58BB	# <CJK>
0x473E	0x8594	# <CJK>
0x473F	0x5F3A	# <CJK>
0x4740	0x6436	# <CJK>
0x4741	0x6A47	# <CJK>
0x4742	0x936C	# <CJK>
